A_Name_Ch,A_Summary,A_Keywords,A_AlsoKnown,A_Geo,A_Location,A_POIGroup,A_Name_En,A_Name_Latin,A_Phylum,A_Class,A_Order,A_Family,A_Conservation,A_Distribution,A_Habitat,A_Feature,A_Behavior,A_Diet,A_Crisis,A_Interpretation,A_Theme_Name,A_Theme_URL,A_Adopt,A_Code,A_Pic01_ALT,A_Pic01_URL,A_Pic02_ALT,A_Pic02_URL,A_Pic03_ALT,A_Pic03_URL,A_Pic04_ALT,A_Pic04_URL,A_pdf01_ALT,A_pdf01_URL,A_pdf02_ALT,A_pdf02_URL,A_Voice01_ALT,A_Voice01_URL,A_Voice02_ALT,A_Voice02_URL,A_Voice03_ALT,A_Voice03_URL,A_Vedio_URL,A_Update,A_CID,,
網紋長頸鹿,,,"長頸鹿,索馬利長頸鹿",MULTIPOINT ((121.5863049 24.9944234)),非洲動物區,,"Giraffe,Somali giraffe",Giraffa camelopardalis reticulata,脊索動物門,哺乳綱,偶蹄目,長頸鹿科,易危 VU,非洲撒哈拉南部。,棲息在乾燥的大草原或是開闊的林地，主要在早晨、黃昏及夜間活動，中午則休息。長頸鹿通常站著睡覺，牠們把頭倚靠在後腿上，長長的脖子彎曲成一個優雅的弧線，偶爾也會躺下來睡。,"1. 在淡黃的底色上，有棕色的大小形狀不同的斑塊，每一個種或亞種都有不同形狀的斑紋，腹部或小腿的顏色比較淡，沒有斑紋，尾巴蓬鬆，頭部有1對角，舌長，眼睛大，睫毛長，脖子和四肢都很長，雌性有四個乳房。
 2. 長頸鹿初生下來頭上就有角，是由軟骨組織構成，之後逐漸硬化成形。","1. 長頸鹿的英文名稱giraffe源自阿拉伯文，原意為「行動敏捷的人」。
 2. 長頸鹿是最高的陸生動物，牠們的脖子很長，但是脖子裡面的頸椎骨節數並沒有比其他哺乳動物多，一樣只有七塊頸椎，只是每一節都加長了。舌頭可長達45公分，又長又靈活，方便他們取食樹葉。
 3. 長頸鹿的身高也會造成困擾，當牠們在喝水或是由地面取食的時候，必須把雙腿張得很開，或是把前腳彎曲，才能夠把嘴巴接觸到地面；這同時也是一些肉食動物攻擊他們的大好時機。
 4. 個性非常溫馴，嗅覺、視覺與聽覺都很敏銳，再加上牠們的身高，可以看到很遠的地方，視野非常遼闊，遇到危險的時候，會用牠們的長腳去踢敵人。
 5. 雌長頸鹿會與牠們的子女成群活動，小長頸鹿在母親們的共同保護之下，減少被捕食的機會。成年的雄性則會獨居。剛出生的小長頸鹿就有170-200公分高，20分鐘之內就會站立，1小時之內開始吸奶。",草食性。每天大部分的時間都在覓食。,,,,,,Giraffe,網紋長頸鹿,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Giraffe/Giraffe_Pic01.jpg,網紋長頸鹿,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Giraffe/Giraffe_Pic02.jpg,網紋長頸鹿,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Giraffe/Giraffe_Pic03.jpg,網紋長頸鹿,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Giraffe/Giraffe_Pic04.jpg,,,,,,,,,,,,########,149,,
褐狐猴,,,褐狐猴,MULTIPOINT ((121.5888155 24.9940661)),非洲動物區,,Brown Lemur,Eulemur fulvus,脊索動物門,哺乳綱,靈長目,狐猴科,接近受威脅 NT,馬達加斯加島、科摩羅的Mayotte島。,海拔約400m高的原始封閉雨林及落葉林，但後者較少。,背側的毛色為棕灰色，腹側則是灰白色，尾巴的顏色比較深，臉部略黑，眼睛的上方有較淡的斑紋，臉部周圍均有毛鬚。,"1. 褐狐猴是樹棲的動物，所有的時間幾乎都在樹上活動，很少會下到地面，活動時間集中在早晨及黃昏。
 2. 褐狐猴是群居的動物，在馬達加斯加島南部的褐狐猴一群平均有9.4隻，群中的成員關係密切。
 3. 褐狐猴幼猴出生後會緊抱於母猴腹部，稍長後則會爬至母猴背部。",水果、樹葉、花、樹皮、樹枝及昆蟲（多為蜈蚣及節足動物類）。,,,,,,Lemur-B,褐狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-B/Lemur-B_Pic01.jpg,褐狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-B/Lemur-B_Pic02.jpg,褐狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-B/Lemur-B_Pic03.jpg,褐狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-B/Lemur-B_Pic04.jpg,,,,,,,,,,,,########,150,,
鴕鳥,,,鴕鳥,MULTIPOINT ((121.5881959 24.9941657)),非洲動物區,,Ostrich,Struthio camelus,脊索動物門,鳥綱,鴕形目,鴕鳥科,暫無危機 LC,非洲沙哈拉沙漠南部及非洲南部，東至阿拉伯地區。,鴕鳥棲息於半沙漠或草原地區。,"1. 大形走禽。頭部、頸部上三分之二無毛，身體兩側及大腿裸露。
 2. 雄性頸部的皮膚為淡粉紅色或淡藍色，羽毛的顏色以黑白色為主。
 3. 雌性及未成年的個體羽毛為棕灰色。腳具2趾。蛋殼顏色為乳白色。","1.鴕鳥是世界上最高、最重、蛋最大、跑得最快、眼睛最大的鳥類，但是鴕鳥蛋與成鳥的大小比例是鳥類中最小的。
 2. 鴕鳥通常單獨活動，棲息於半沙漠或草原地區。
 3. 鴕鳥腳僅具第三、四趾，其餘都退化，內側的腳趾比外側的腳趾長，便於奔跑，時速可達50公里。遇到危險時，腳可強有力的向前踢。當全速奔跑時，會高舉翅膀，就像撐起帆的船可以隨時變換方向。當黑色公鳥向灰色母鳥求偶時，會蹲坐地面賣力地揮舞雙翅，還不停地擺動著脖子。",雜食性，以植物的花、葉、種子、草為主。,,,,,,Ostrich,鴕鳥,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ostrich/Ostrich_Pic01.jpg,鴕鳥,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ostrich/Ostrich_Pic02.jpg,鴕鳥,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ostrich/Ostrich_Pic03.jpg,鴕鳥,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Ostrich/Ostrich_Pic04.jpg,,,,,,,,,,,,########,151,,
環尾狐猴,,,"環尾狐猴,節尾狐猴",MULTIPOINT ((121.5886974 24.9939883)),非洲動物區,,Ring-tailed Lemur,Lemur catta,脊索動物門,哺乳綱,靈長目,狐猴科,瀕危 EN,馬達加斯加島南部。,灌木叢、沙漠及較乾燥的帶狀森林。,以其醒目的黑白相間長尾聞名，背部的毛色為灰至棕色，腹部為白色，白色的臉部有深棕色三角形區塊於眼睛及白耳，公狐猴在腕處有類似鳥類距的指甲。,"1. 環尾狐猴在手腕上有一個能分泌特殊氣味的油脂腺體，雄猴腋下還有一個較小的腺體，繁殖期間雄性環尾狐猴會把分泌出來的油脂塗抹在尾巴上，散播自己的氣味，引誘雌猴。
 2. 環尾狐猴是日行性的動物，主要在地面活動，也常常會爬樹。整群會聚集一起覓食，僅有在中午時稍作休息。
 3. 環尾狐猴是群居的動物，一群通常有12-24隻個體，成員包括幾隻擔任領導中心的雌性，負責維持族群的領域，加上牠們未成年的子女，和幾隻雄性個體。雌性環尾狐猴會終生留在原來的群中，而雄性則游走於許多群之間。雌性狐猴有較高的社會地位，地位較高的雄性狐猴通常與雌性狐猴互動較多。",以水果為主食，也會吃樹葉等，偶爾會吃昆蟲。,,,,,,Lemur-RT,環尾狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-RT/Lemur-RT_Pic01.jpg,環尾狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-RT/Lemur-RT_Pic02.jpg,環尾狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-RT/Lemur-RT_Pic03.jpg,環尾狐猴,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Lemur-RT/Lemur-RT_Pic04.jpg,,,,,,,,,,,,########,152,,
侏儒河馬,,,侏儒河馬,MULTIPOINT ((121.5878731 24.9951075)),非洲動物區,,Pygmy Hippopotamus,Choeropsis liberiensis,脊索動物門,哺乳綱,偶蹄目,河馬科,瀕危 EN,非洲的西部，包括象牙海岸、賴比瑞亞、獅子山。,侏儒河馬活動範圍不像河馬那麼依靠水，牠們可以生存在較乾燥的地方。,"1. 寬吻，大嘴，身體呈短筒狀，腿短而粗，鼻孔在吻部上端，且可以關閉除了嘴唇及尾巴有少許的剛毛之外，全身無毛，體色為灰黑色，略帶綠色，腹部為灰白色到黃綠色。
 2. 頭部比河馬圓，眼睛在頭部兩側，皮膚的分泌物是透明無色的。","1. 侏儒河馬活動範圍不像河馬那麼依靠水，牠們可以生存在較乾燥的地方。
 2. 侏儒河馬白天睡覺，晚上在森林裡覓食，遇到危險的時候會躲進水中，或是藏在河邊的樹洞或洞穴裡。通常單獨或成對活動，也會成小群活動。
 3. 侏儒河馬通常於陸地上生產，一胎產一隻，初生的小河馬體重約5-7kg。",草食性，樹葉、嫩芽及掉落的果實。在本園則餵食粒狀料、草料、乾草、青牧草。,,,,,,Hippo-P,侏儒河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo-P/Hippo-P_Pic01.jpg,侏儒河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo-P/Hippo-P_Pic02.jpg,侏儒河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo-P/Hippo-P_Pic03.jpg,侏儒河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo-P/Hippo-P_Pic04.jpg,,,,,,,,,,,,########,153,,
東非劍羚,,,直角羚羊,MULTIPOINT ((121.5867670 24.9950145)),非洲動物區,,East African Oryx,Oryx beisa,脊索動物門,哺乳綱,偶蹄目,牛科,接近受威脅 NT,衣索比亞、索馬利亞、那米比亞等東南非。,棲息在貧瘠平原和沙漠、多岩石的山邊和濃密的灌叢，且適應乾旱炎熱氣候。,體色為灰棕底色，腹部白色，臀部、腿部黑色，身上有明顯的棕色或黑色斑紋；雌雄頭上都長角(雌羚羊角較細)，角長而直由眼後筆直長出。,東非劍羚群居活動，通常一個穩定的群體會有一個主優勢或次優勢的性成熟雄性個體，但較資深的雌性則主導群體的遷徙。,草食性，吃草及樹葉。,,,,,,Oryx-EA,東非劍羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Oryx-EA/EastAfricanOryx_Pic01.jpg,東非劍羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Oryx-EA/EastAfricanOryx_Pic02.jpg,東非劍羚,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Oryx-EA/EastAfricanOryx_Pic03.jpg,,,,,,,,,,,,,,,,,
河馬,,,河馬,MULTIPOINT ((121.587967 24.9950164)),非洲動物區,,Hippopotamus,Hippopotamus amphibius,脊索動物門,哺乳綱,偶蹄目,河馬科,易危 VU,撒哈拉南部到尼羅河三角洲。,棲息於近水域的河床或草地,寬吻，大嘴，身體呈短筒狀，腿短而粗，前後隻均為四趾，鼻孔在吻部上端，且可以關閉。體表毛短而稀疏，膚色為灰棕色，腹部略帶粉紅色，眼睛突出，耳朵豎立。,"1. 河馬是兩棲性的哺乳動物，擅長潛水，白天牠們通常待在水裡或是河邊的草地及蘆葦叢中活動及休息。晚上即至草地上覓食，為了尋找食物，牠們可遷移數百公尺至數公里之遠。
 2. 河馬在潛水的時候，會把鼻孔和耳朵關閉起來，避免水跑進去，牠們一次通常在水裡待3-5分鐘。
 3. 河馬皮膚上有特殊的腺體，會分泌一種紅色的液體，讓人以為河馬的汗是「血汗」，這些分泌物可保護河馬的皮膚不會過於乾燥。
 4. 成年的雄河馬通常獨居，它們會散佈排泄物，發出巨吼聲，並以相互攻擊的方式建立起自己的領域，以爭取與雌河馬的交配權，牠們的攻擊性很強，主要的武器就是牠們巨大的犬齒，可以造成嚴重的傷害。
 5. 雌河馬通常於陸上或淺水灘生產，一胎大多產一隻，初生的小河馬體重即達22-55kg，還不會走路就先學會如何游泳。雌河馬會讓小河馬趴在自己的背上曬太陽，保護小河馬。",草食性，食用各種草及植物。,,,,,,Hippo,河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo/Hippo_Pic01.jpg,河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo/Hippo_Pic02.jpg,河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo/Hippo_Pic03.jpg,河馬,http://www.zoo.gov.tw/iTAP/03_Animals/AfricanArea/Hippo/Hippo_Pic04.jpg,,,,,,,,,,,,########,154,,
小葵花鳳頭鸚鵡,,,,MULTIPOINT ((121.5898159 24.9954408)),熱帶雨林室內館(穿山甲館),,Yellow-crested Cockatoo,Cacatua sulphurea,脊索動物門,鳥綱,鸚形目,鳳頭鸚鵡科,極危CR,印尼的一些島嶼。可能已被引進新加坡。,海平面至海拔1200公尺的開闊的樹林、農耕地、林緣地帶。在村鎮附近，常可在椰子樹上見到。,"1.體長33公分。成鳥整體羽色白色。耳羽鮮黃色。翼下飛羽及尾羽有濃黃色調。黃色窄羽冠向前彎曲。裸露的眼圈乳白色。嘴灰黑色。雄鳥瞳孔暗褐色，雌鳥淺褐紅色。腿暗灰色。
 2.亞成鳥：類似成鳥。瞳孔淺灰色。","1.在綠色的樹林襯托下，白色的鳥變得非常明顯，但在乾旱的季節裡，大地轉為淺褐色，牠們就沒有那麼明顯。
 2.通常成對或小群出現，但在覓食時會有較大的群形成。
 3.巢位於樹的中空處。在圈養下，一窩3個蛋，孵化期24天。兩性都孵蛋，雄鳥白天孵蛋。孵化後約10週幼鳥離巢。",食物包括種子、堅果、漿果、果實及花朵（可能）。主要在樹頂覓食。,,,,,,,小葵花鳳頭鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/YC/Yellow_crestedCockatoo01.jpg,小葵花鳳頭鸚鵡,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/YC/Yellow_crestedCockatoo02.jpg,,,,,,,,,,,,,,,,,,,
栗鳶,,,白頭鳶,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Brahminy Kite,Haliastur indus,脊索動物門,鳥綱,隼形目,鷲鷹科,暫無危機 LC,南亞、馬來半島、澳洲至亞洲的地區，包括巴基斯坦、印度、中國大陸東南部、東南亞至澳洲的區域。有4個亞種。,有樹林的海岸、河口及沿岸的河流。,"1.體長約50公分，體重約500公克，翼展寬約100公分。
 2.頭、頸、胸及上腹白色，有黑褐色細縱紋，其它部位為栗色。
 3.亞種的差異在羽色及嘴色的不同。澳洲亞種的頭及胸較白；所羅門島的亞種則有黃色的嘴。","1.熱帶的種類在乾季繁殖；亞熱帶的在晚冬及春天繁殖。
 2.巢是由枝條組成的平台40-60公分寬，20公分深，巢內襯樹葉及其它柔軟的材料。巢離地面2-30公尺高的樹上或人造物上。一窩下1-2個蛋。
 3.孵化期35天，由雌鳥孵蛋。雛鳥50-56天羽翼豐滿。2歲大的鳥就開始有繁殖能力。
 4.覓食方式從棲息處滑翔或到地面尋找食物，俯衝捕捉或短途追逐獵物。
 5.幼鳥會在空中練習抓落葉來精進捕捉技術。",各類的小型動物及腐屍，包括哺乳類、鳥類、爬蟲類、兩生類、魚類、節肢動物、甲殼類，有時也會吃家禽類。從棲處或在高空滑翔或站在地面找尋食物。俯衝捕捉獵物或短途追逐獵物。,,,,,,BK,栗鳶,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/BK/BrahminyKite01.jpg,栗鳶,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/BK/BrahminyKite02.jpg,栗鳶,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/0_BirdWorld/BK/BrahminyKite03.jpg,,,,,,,,,,,,,,,,,
大冠鷲,,,蛇鷹、蛇雕,"MULTIPOINT ((121.5894029 24.9951126), (121.5800741 24.9977223))",鳥園區,,Crested Serpent Eagle,Spilornis cheela,脊索動物門,鳥綱,隼形目,鷲鷹科,暫無危機 LC,東亞地區。,中低海拔闊葉林。,"1.大型猛禽，全身為黑褐色；頭頂有黑色的羽冠，其上有白色的斑紋；眼部、喙的基部及腳均為黃色。
 2.肩部及腹部有白色的斑點；尾羽為黑褐色，中段有白色的橫紋；當大冠鷲飛行時，由地面仰望，可以看到牠的翅膀及尾部有明顯的白色條紋。","1.因頭頂後方黑白相間的長冠羽而得名。
 2.為臺灣特有亞種，是相當普遍的留鳥。
 3.飛行時，很少會拍動翅膀，由於體大翼寬，需仰賴熱氣流作緩慢而長時間的盤旋。喜歡鳴叫，聲音呈悠長蒼涼的『忽溜…』。",喜食蛇類，亦會捕食小型哺乳動物、鳥類及蜥蜴等。,,,,,,Eagle-CS,大冠鷲,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Eagle-CS/Eagle-CS_Pic01.jpg,大冠鷲,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Eagle-CS/Eagle-CS_Pic02.jpg,大冠鷲,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Eagle-CS/Eagle-CS_Pic03.jpg,大冠鷲,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Eagle-CS/Eagle-CS_Pic04.jpg,,,,,,,,,,,,,,,
大紅鶴,,,,"MULTIPOINT ((121.5910403 24.9952962), (121.5816057 24.9983799))",鳥園區;兒童動物區,,Greater flamingo,Phoenicopterus roseus,脊索動物門,鳥綱,紅鶴目,紅鶴科,暫無危機 LC,非洲、南歐、西南亞、加勒比亞地區及加拉巴哥群島。,生活於鹹性潟湖及鹽田，也會出現在內陸的大型鹹性湖泊。在西非會出現在沙岸及沙洲。,"1.大紅鶴是最大型的紅鶴。
 2.雌鳥體型及腿較雄鳥小達到20﹪。
 3.幼鳥灰褐色，在身體下面、翼及尾帶有一些粉紅色，嘴、腿及足褐色。","1.覓食時通常頭頸部完全浸入水中。
 2.巢呈火山錐狀，頂端有個淺凹。一窩1個蛋，少數有2個蛋。幼鳥要5-6歲後才可達性成熟。
 3.集體繁殖，常常變成一個壯觀的景象。",食物相對複雜，會覓食水生無脊椎動物，也會覓食水生植物的種子、藻類、矽藻及腐葉。有時會吸入泥土，來萃取有機物質。,,,,,,Flamigo-G,大紅鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Flamigo-G/Flamigo-G_Pic01.jpg,大紅鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Flamigo-G/Flamigo-G_Pic02.jpg,大紅鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Flamigo-G/Flamigo-G_Pic03.jpg,大紅鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Flamigo-G/Flamigo-G_Pic04.jpg,,,,,,,,,,,,,,,
大巨嘴鳥,,,大巨嘴鳥,MULTIPOINT ((121.5832144 24.9960405)),熱帶雨林室內館(穿山甲館),,Toco Toucan,Ramphastos toco,脊索動物門,鳥綱,鴷形目,巨嘴鳥科,暫無危機 LC,南美洲。,森林和草原。,"1.是最大型的巨嘴鳥，身體的羽色主要為黑色，頸胸部及尾上覆羽白色，尾下覆羽紅色。
 2.嘴紅至橘紅色，嘴緣處較紅，上嘴端及嘴基部有黑色斑，臉部皮膚橘紅色，眼部皮膚為紫色，瞳孔褐色。
 3.雌鳥的大小與雄鳥相當。","1.在大多數的地區，9-2月間繁殖。配對的鳥會經常輕輕碰觸嘴巴，互相理羽，雄鳥會隨時張開紅色的尾下覆羽及翹起尾巴。侵略時會發出吵鬧的叫聲或嘴巴開開閉閉發出聲音，面對著敵對者，逼近然後攻擊。可以在棕櫚樹的空洞、河邊的堤岸及白蟻塚內築巢。
 2.在圈養下，可在人類提供的原木空洞內築巢。一窩2-4個蛋，兩性共同孵蛋，孵化期17-18天。圈養下的雄鳥有時會對雌鳥有侵略性。孵出的鳥剛開始被餵昆蟲，然後餵食加入果實。在雛鳥的成長過程中，雌鳥餵幼鳥的食物量較雄鳥多。羽翼豐滿期43-52天。
 3.在圈養下，一年可以繁殖好幾窩。2-3歲才有繁殖能力。圈養下的壽命可達15年9個月以上。
 4.會停棲在樹上，可以頭下腳上懸掛在樹上，偶爾會到地面上跳躍前進。",吃果實（如無花果、橘子等）、昆蟲（如毛毛蟲、白蟻、雛鳥及鳥蛋）。在圈養的狀況下，會獵捕吃掉飛入其籠內的小鳥。通常呈小群在樹冠層覓食。,幼鳥有被獵捕當成寵物，族群狀況是有必要加以監控的，目前在受保護的地區內，族群量是穩定的,,,,,Toucan,大巨嘴鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Toucan/Toucan_Pic01.jpg,大巨嘴鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Toucan/Toucan_Pic02.jpg,大巨嘴鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Toucan/Toucan_Pic03.jpg,大巨嘴鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Toucan/Toucan_Pic04.jpg,,,,,,,,,,,,,,,
大寶冠鳥,,,,MULTIPOINT ((121.589773 24.9955757)),熱帶雨林室內館(穿山甲館),,Great Curassow,Crax rubra,脊索動物門,鳥綱,雞形目,鳳冠雉科,易危 VU,墨西哥、中美洲、哥倫比亞及厄瓜多爾。,熱帶及亞熱帶低地的濃密雨林。通常出現於低地，但也可以分佈至海拔1200公尺處。偶而會進入河谷樹林、部份開墾地。,"1.雄鳥體長78-92公分，體重3600-4800公克。羽冠非常明顯。嘴上的顯著黃色瘤狀物及羽冠，使得本種的雄鳥可以與黑寶冠鳥(Crax alberti)的雄鳥區分。不像其他種的寶冠鳥，雌鳥有3種外表型：暗色型、紅色型及暗紅斑駁的中間型，是該科中最大的鳥類。
 2.亞成鳥的雄鳥類似暗色型的雌鳥，但羽色較深，而且缺嘴上的瘤狀物。所有外表型的亞成鳥雌鳥，都類似成鳥。","1.在墨西哥2-5月間繁殖，就在雨季前。在哥斯大黎加3-5月間繁殖。在巴拿馬西部2-3月間繁殖。基本上在雨季時繁殖。一夫一妻制。
 2.巢相對小，巢的結構脆弱由枝條組成，巢內襯著綠葉。巢築在離地3-6公尺高的樹上。一窩下2個蛋，孵化期32天。親鳥會假裝受傷來引開掠食者，以保護小鳥安全。
 3.圈養下曾有1隻雌鳥活到24歲，而且可以繁殖至23歲。","1.果實，包括無花果等。會取食掉落地面的果實，但有時也會掛在樹上、低矮的枝條及灌叢覓食。也會吃硬及綠的果實。
 2.偶而會吃葉子及一些無脊椎動物及脊椎動物。
 3.單獨、成對或成小於6隻的群覓食，在河邊喝水。",由於棲地持續喪失及過度捕獵影響，族群正快速消失中。,,,,,Curassow,大寶冠鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Curassow/Curassow_Pic01.jpg,大寶冠鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Curassow/Curassow_Pic02.jpg,大寶冠鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Curassow/Curassow_Pic03.jpg,大寶冠鳥,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Curassow/Curassow_Pic04.jpg,,,,,,,,,,,,,,,
